Document,Primary Introducer,Status,Description,Document ID
LR480,Johnson,,Congratulate the Bishop Neumann High School boys' basketball team on winning the 2016 Class C-1 state championship,29892
LR481,Harr,,Congratulate Brother Mike Wilmot and Gesu Housing for receiving a 2016 Community Excellence Award,29865
LR482,Harr,,Recognize the contributions to public service made by Thomas Francis Cavanaugh and extend sympathy to his family,29930
LR483,Kolterman,Referral,Interim study to examine the public employees retirement systems administered by the Public Employees Retirement Board,29853
LR484,Schnoor,,Recognize Staff Sergeant Kenneth M. Morrison for his service and congratulate him on being named a 2015 Outstanding Airman of the Year,29796
LR485,Mello,,"Designate September 15 through October 15, 2016, as Hispanic Heritage Month in the State of Nebraska",29765
LR486,Mello,,"Designate March 31, 2016, as Cesar Chavez Day in Nebraska",29768
LR487,Fox,,Congratulate the Omaha South High Magnet School boys' basketball team on winning the 2016 Class A state championship,29924
LR488,Ebke,,Congratulate Mark Kroeker on achieving the rank of Eagle Scout,29893
LR489,Crawford,Referral,Interim study to examine issues relating to housing authorities,29960
LR490,Crawford,Referral,Interim study to examine the enforcement of state and local building codes,29875
LR491,Seiler,,Congratulate the Hastings St. Cecilia High School boys' basketball team on winning the 2016 Class C-2 state championship,29927
LR492,Harr,,"Designate March 17, 2016, as Father George Sullivan Day in the State of Nebraska",29938
LR493,Scheer,Referral,Interim study to examine whether the Nebraska Appraisal Management Company Registration Act should be updated,29818
LR494,Murante,,Congratulate the Gretna High School boys' basketball team on winning the 2016 Class B state championship,29939
LR495,Urban Affairs Committee,Referral,Interim study to examine state law governing cities of the second class and villages in Chapter 17 of the Nebraska statutes,29737
LR496,Urban Affairs Committee,Referral,Interim study to examine issues within the jurisdiction of the Urban Affairs Committee,29736
LR497,Watermeier,Referral,Support the advancement of the Elk Creek Superalloy Materials Project into commercial operation,29961
LR498,Johnson,Referral,Interim study to examine the Nebraska Right to Farm Act,29966
LR499,Campbell,Referral,Interim study to examine any issues within the jurisdiction of the Health and Human Services Committee,30029
LR500,Mello,,"Designate April 22, 2016 as Earth Day in the State of Nebraska",29955
LR501,Mello,,Recognize Senator Beau McCoy for his service as the 2014 Midwestern Legislative Conference Chair and the 2016 National Chair of the Council of State Governments,29573
LR502,Stinner,Referral,Interim study to examine the use of revolving funds within the Dept. of Administrative Services,30016
LR503,Krist,,Congratulate Ryan Dahlke on achieving the rank of Eagle Scout,29984
LR504,Murante,Referral,Interim study to examine the numerous deadlines involved in the election process,30034
LR505,Murante,,Congratulate Simon Thor Gissler on achieving the rank of Eagle Scout,29951
LR506,Seiler,Referral,"Interim study to examine the efficacy of testing and monitoring programs, particularly the 24/7 sobriety program, in reducing recidivism for driving under the influence and controlled substance offenses",30007
LR507,Davis,Referral,Interim study to examine the development of a public notification system to broadcast alerts when vulnerable adults go missing,29942
LR508,Harr,Referral,Interim study to examine possible changes to the Nebraska Model Business Corporation Act,29816
LR509,Mello,Referral,"Interim study to examine the funding history, programs, and services offered by the Cooperative Extension Service of the University of Nebraska",30032
LR510,Howard,Referral,Interim study to examine how to best integrate palliative care into the overall medical care structure of our health care system,30023
LR511,Davis,Referral,Interim study to examine existing law governing the collection of sales and use tax on remote sales,29944
LR512,Business and Labor Committee,Referral,Interim study to examine the Commission of Industrial Relations,30038
LR513,Howard,Referral,Interim study to examine workforce issues within the child welfare and juvenile justice systems,29977
LR514,Bolz,Referral,Interim study to examine the availability of transition services for youth who will leave or have left the juvenile justice system while in an out-of-home placement,30108
LR515,Bolz,,Recognize March 2016 as Professional Social Work Month in Nebraska,30140
LR516,Kintner,,Congratulate Shaun Brothers on being named the 2016 District II Athletic Director of the Year and receiving the 2015 Outstanding Administrator Award,30022
LR517,Howard,Referral,Interim study to examine the long-term fiscal sustainability of the Nebraska Health Care Cash Fund,30155
LR518,Hadley,Referral,Interim study to review issues surrounding child custody proceedings and parenting time determinations as they pertain to families of divorce,30046
LR519,Smith,Referral,Interim study to examine whether the One-Call Notification System Act should be updated,30055
LR520,Harr,Referral,Interim study to provide a review of the administration and enforcement of the Employee Classification Act by the Dept. of Labor,30181
LR521,Fox,Referral,"Interim study to examine the business practices of pharmacy benefit managers as those practices relate to such managers' arrangements with private entities, insurers, pharmacies, and the State of Nebraska",30184
LR522,Howard,Referral,Interim study to examine the issue of how to best educate the public and create awareness about the risks associated with sun exposure and ultraviolet radiation exposure,30156
LR523,Howard,Referral,Interim study to examine Nebraska law regarding the protection of children who have reached eighteen years of age but have not yet reached the age of majority,30154
LR524,Schnoor,,Congratulate David W. Voss on achieving the rank of Eagle Scout,29990
LR525,Seiler,Referral,Interim study to examine issues associated with treating an individual licensed under the Nebr. Real Estate License Act as a professional for purposes of civil actions for professional negligence,30174
LR526,Hansen,Referral,Interim study to examine municipal classifications,30183
LR527,Schumacher,Referral,Interim study to examine possible legislative reforms to Nebraska's mandatory minimum sentencing laws,30049
LR528,Kuehn,,"Designate April 11, 2016, as Lineworker Appreciation Day in Nebraska",30139
LR529,Howard,Referral,Interim study to examine the ongoing implementation of the federal Preventing Sex Trafficking and Strengthening Families Act of 2014 and related state law and policy,30178
LR530,Howard,Referral,Interim study to examine the voting processes and procedures available for citizens who are hospitalized or who reside in nursing homes or extended care facilities,30179
LR531,Gloor,,Recognize the contributions and achievements of Marcella J. Echternacht in the nursing profession and thank her for her years of service,30261
LR532,Bolz,Referral,Interim study to evaluate the effectiveness and success of the Office of Violence Prevention,30227
LR533,Bolz,Referral,Interim study to examine promoting career education and training that can lead to job readiness for middle-skill jobs,30241
LR534,Haar,Referral,"Interim study to examine the extent that state funds are invested in fossil fuels and clean energy, and the feasibility of divestment consistent with the state's fiduciary responsibilities",30279
LR535,Johnson,Referral,Interim study to examine how the Legislature can assist livestock producers involved in certain value-added activities,30226
LR536,Johnson,Referral,Interim study to complete the work of the LR 309 committee which investigated ways to avoid and mitigate conflicts arising from herbicide drift damage to sensitive crops,30291
LR537,Johnson,Referral,Interim study to review the duties and authorities of the Dept. of Agriculture with respect to livestock animal identification,30225
LR538,Smith,Referral,Interim study to examine telecommunication services in Nebraska,30146
LR539,Smith,Referral,Interim study to undertake a study of the jurisdiction and structure of the Nebraska Public Service Commission,30223
LR540,Hadley,,Extend sympathy to the family of former Senator Daniel Lynch and recognize his contributions and achievements,30286
LR541,Larson,Referral,Interim study to examine the economic benefits of keno,30193
LR542,Larson,Referral,Interim study to examine the issues within the jurisdiction of the General Affairs Committee,30168
LR543,Hansen,Referral,Interim study to examine possible legislative reforms to Nebraska laws relating to birth certificates,30265
LR544,Crawford,Referral,"Interim study to examine the alternative response demonstration projects created in LB 853, 2014",30205
LR545,Campbell,Referral,"Interim study to examine medicaid and the Children's Health Insurance Program, with an emphasis on children that are eligible but unenrolled in these programs",30232
LR546,Garrett,Referral,Interim study to examine whether Nebraska's occupational licensing boards are exposed to liability under antitrust laws,30287
LR547,Larson,Referral,Create the Tribal Economic Development Committee of the Legislature to conduct a study examining the policy tools available to the Legislature to enhance economic development for the Native American population of Nebraska,30222
LR548,Riepe,Referral,Interim study to examine issues surrounding youth tobacco use,30284
LR549,Garrett,Referral,Interim study to examine issues relating to utilization of the U visa program in Nebraska,30288
LR550,Schumacher,Referral,Interim study to examine the feasibility of creating a common data collection site for county jail information necessary to receive funding under the County Justice Reinvestment Grant Program,30248
LR551,Krist,Referral,Interim study to explore and assess the use of congregate care in Nebraska for youth in the child welfare and juvenile justice systems,30242
LR552,Haar,Referral,Interim study to develop a plan to address funding and budgetary issues relating to climate change,30275
LR553,Riepe,Referral,Interim study to examine issues surrounding the Medicaid Reform Council,30274
LR554,Kolterman,Referral,Interim study to examine information regarding air ambulance costs,30302
LR555,Lindstrom,Referral,Interim study to examine the process and procedures used in appeals before the Tax Equalization and Review Commission,30258
LR556,Harr,Referral,Interim study to examine the conveyances currently covered by the Conveyance Safety Act,30266
LR557,Garrett,Referral,Interim study to examine what actions the State of Nebraska needs to take to meet the United States Dept. of Defense's mandates regarding energy and renewable resources,30293
LR558,Harr,Referral,Interim study to evaluate the governance structure of the Nebraska Educational Telecommunications Commission,30306
LR559,Krist,Referral,Interim study to examine the feasibility and impact of implementing the Civics Education Initiative in Nebraska through legislation or in partnership with the State Board of Education,30308
LR560,Krist,Referral,Interim study to examine the origins and utility of using court fees as a source of funding in Nebraska,30310
LR561,Krist,Referral,"Interim study to examine the effectiveness, economic stability, and long-term viability of the Youth Rehabilitation and Treatment Center in Kearney and the Youth Rehabilitation and Treatment Center in Geneva",30309
LR562,Garrett,Referral,"Interim study to examine why LB 20, LB 357, and LB 454 failed to pass during the 104th legislative session",30289
LR563,Garrett,Referral,Interim study to examine the reasons for the substantial tax rates on wireless telephone service in Nebraska,30294
LR564,Pansing Brooks,Referral,Interim study to examine education in Nebraska,30209
LR565,Pansing Brooks,Referral,Interim study to examine land acquisition within municipalities for educational purposes,30247
LR566,Pansing Brooks,Referral,"Interim study to examine the availability of education, rehabilitation, and reentry support for incarcerated men and women",30252
LR567,Pansing Brooks,Referral,Interim study to examine and review the sale of alcohol in Whiteclay and the need for additional funding for law enforcement,30271
LR568,Pansing Brooks,Referral,"Interim study to examine the membership, role, and duties of the Nebraska Police Standards Advisory Council",30272
LR569,Johnson,Referral,Interim study to examine the means available to fund the grant program established pursuant to the Livestock Growth Act,30277
LR570,Johnson,Referral,Interim study to review the duties and authorities of the Dept. of Agriculture to establish an agriculture promotion and development program,30276
LR571,Nebraska Retirement Systems Committee,Referral,Interim study to examine local political subdivision retirement plans for public employees,30259
LR572,Riepe,Referral,Interim study to examine issues surrounding the Division of Veterans' Homes of the Dept. of Health and Human Services and wait times for admission to the veterans' homes system,30283
LR573,Haar,Referral,Interim study to examine the historic and present state of industrial hemp as an alternative crop in Nebraska and its future potential,30295
LR574,McCollister,Referral,Interim study to examine aspects of Nebraska's medicaid program that include share of cost or resource spend down components,30230
LR575,McCollister,Referral,Interim study to continue the ongoing study of access to healthcare in Nebraska,30231
LR576,Pansing Brooks,Referral,Interim study to examine children's access to legal counsel in juvenile proceedings across the state of Nebraska,30299
LR577,Mello,Referral,Interim study to examine issues under the jurisdiction of the Appropriations Committee,30347
LR578,Coash,Referral,Interim study to examine the Developmental Disabilities Court-Ordered Custody Act,30316
LR579,Haar,Referral,Interim study to examine issues relating to solar energy development,30324
LR580,Stinner,Referral,Interim study to examine the Dept. of Health and Human Services' policies for dealing with disallowances and audit exceptions by the federal government which have resulted in large fines and having to return money to the federal government,30236
LR581,Kintner,Referral,Interim study to examine the positive and negative effects of federal education funding if Nebraska would choose not to accept federal funds that are tied to federal mandates,30315
LR582,Riepe,Referral,"Interim study to examine how, through better coordination of health services, the state can better assist low-income individuals currently without insurance",30282
LR583,Morfeld,Referral,Interim study to examine administrative law judges in Nebraska,30233
LR584,Morfeld,Referral,Interim study to examine the possibility of providing direct and statewide funding for legal representation in order to provide more equitable access to civil justice in Nebraska,30057
LR585,Krist,,Congratulate Christine Neighbors on receiving the 2015 Robert Dineen Award,30090
LR586,Groene,Referral,Interim study to examine the effects of transferring public school employees from the system of district-based health insurance plans to the Nebraska State Insurance Program,30322
LR587,Sullivan,Referral,Interim study to examine the issues within the jurisdiction of the Education Committee,30317
LR588,Harr,Referral,Interim study to determine best practices in drafting tax legislation and determining the fiscal impact of tax policies,30224
LR589,Seiler,Referral,Interim study to examine issues within the jurisdiction of the Judiciary Committee,30351
LR590,Riepe,Referral,Interim study to examine options to offer incentives to health care professionals who provide free care and services to qualified recipients,30336
LR591,Hadley,Referral,Interim study to examine and make recommendations on improving health care coverage plans available to Nebraska small businesses with fifty or less employees,30326
LR592,Gloor,Referral,"Interim study to examine the structure, compliance, and administration of the state individual and corporate income taxes, including financial institution and insurance premium taxes",30340
LR593,Gloor,Referral,"Interim study to examine the structure, compliance, and administration of real and personal property taxes",30342
LR594,Gloor,Referral,"Interim study to examine the structure, compliance, and administration of state and local sales and use taxes and any other miscellaneous taxes",30339
LR595,Hansen,Referral,Interim study to examine the topic of food deserts and issues relating to access to healthy food in Nebraska,30325
LR596,Murante,Referral,"Interim study to examine issues within the jurisdiction of the Government, Military and Veterans Affairs Committee",30345
LR597,Murante,Referral,Interim study to examine financing mechanisms available to various political subdivisions to issue bonds or assume future payment obligations without a direct vote of taxpayers,30346
LR598,Haar,Referral,Interim study to examine issues related to allowing owners and independent repair persons access to software and codes that will allow them to repair electronic devices,30343
LR599,Haar,Referral,Interim study to review the administrative rate review processes currently conducted by the Public Service Commission,30338
LR600,Johnson,Referral,Interim study to examine alternatives for valuing agricultural land for property tax purposes,30354
LR601,Hilkemann,Referral,Review present facilities and determine the needs and options for developing a regional certified crime laboratory in the Omaha area,30360
LR602,Riepe,Referral,Interim study to examine existing barriers to the delivery of health care services through telehealth technologies in Nebraska,30318
LR603,Haar,Referral,Interim study to examine the issues faced by residents of mobile home communities,30359
LR604,Davis,Referral,Interim study to examine inconsistencies in the practices utilized by county assessors in determining agricultural land value,30358
LR605,Mello,Referral,Interim study to examine issues relating to urban redevelopment,30334
LR606,Bolz,,Congratulate Al Borchardt on the success of Midland Medical Supply Company and congratulate him on his retirement,30211
LR607,Cook,,"Designate April 12, 2016, as Equal Pay Day in Nebraska",30273
LR608,Mello,,Recognize the cultural impact the South Omaha Mural Project has on the City of  Omaha and the State of Nebraska by presenting history through art and collaboration,30264
LR609,Mello,,Acknowledge the rich history of friendship and commerce between the State of Nebraska and Taiwan,30280
LR610,Stinner,,Congratulate Andres Canales and Cole Kramer on achieving the rank of Eagle Scout,30372
LR611,Mello,,"Designate November 15, 2016, as Entrepreneurs' Day in Nebraska",30281
LR612,Agriculture Committee,Referral,Interim study to examine issues under the jurisdiction of the Agriculture Committee,30374
LR613,Smith,,Extend sympathy to the family of Jerry C. Anderson,30394
LR614,Howard,,Congratulate Nate Johnson on achieving the rank of Eagle Scout,30395
LR615,Hughes,,Congratulate Spencer Hartman on his election as president of the Association of Students at the University of Nebraska-Lincoln,30407
LR616,Johnson,,Congratulate the David City High School speech team on winning the 2016 Class C-1 state championship,30473
LR617,Seiler,,Congratulate Hawthorne Elementary School for being recognized as a National Model Professional Learning Community School at Work,30509
LR618,Bolz,,Congratulate Marilyn Dongilli on her successful career at Madonna Rehabilitation Hospital and on her retirement,30483
LR619,Davis,,Recognize Pat Gould for his many years of service as Fire Chief of the Chadron Volunteer Fire Department,30472
LR620,Hansen,,Congratulate Lincoln Northeast High School on its 75th anniversary,30599
LR621,Garrett,,Recognize Merle Ronald Haggard's contributions to American culture,30616
LR622,Garrett,,Commend the ROTC and the JROTC programs for over 100 years of service,30601
LR623,Bolz,,Congratulate Bob Brinker on his retirement and recognize his service to the State of Nebraska,30617
LR624,McCoy,,Congratulate Douglas County West Elementary School on being recognized as a 2015 National Blue Ribbon School,30620
LR625,McCoy,,Congratulate the Elkhorn South High School cheer and dance teams on their victories at the 2016 Class B state cheer and dance championships,30619
LR626,Seiler,,Congratulate Judge William M. Connolly on his retirement,30639
LR627,Hadley,,Commend Joel Sartore and Michael Forsberg for their efforts to document and conserve our natural resources,30641
