Document,Primary Introducer,Status,Description,Document ID
LB52,Christensen,Indefinitely postponed,Change employment provisions for persons committed to the Department of Correctional Services,18177
LB53,Hadley,Indefinitely postponed,Change provisions relating to sales and use tax with respect to the sale of a business or stock of goods,18332
LB54,Wightman,Indefinitely postponed,Change display of credential and advertisement provisions under the Uniform Credentialing Act,18437
LB55,Wightman,Passed,Change provisions relating to reassumption of assessment function by counties,18335
LB56,Larson,Passed,Provide for automatic nomination of certain county officers,17871
LB57,Larson,Indefinitely postponed,"Change provisions relating to grants from the Nebraska 
Environmental Trust Fund",18036
LB58,Larson,Indefinitely postponed,Adopt the Workplace Privacy Act,17854
LB59,Larson,Passed,Change a presumption relating to rebates to insurance agents,17831
LB60,Larson,Indefinitely postponed,Change the livestock brand inspection area boundaries,17898
LB61,Murante,Indefinitely postponed,Change provisions relating to the Financial Data Protection and Consumer Notification of Data Security Breach Act of 2006,18290
LB62,Schilz,Indefinitely postponed,Change levy provisions for rural and suburban fire protection districts,18099
LB63,Schilz,Indefinitely postponed,Change distribution of certain sales and use tax revenue,18418
LB64,Schilz,Indefinitely postponed,Change provisions relating to deductions of refunds from municipal sales tax receipts,18198
LB65,Schilz,Indefinitely postponed,Authorize counties to set sheriff's fees and commissions,18252
LB66,Schilz,Passed,Provide for redevelopment of formerly used defense sites under the Community Development Law,18208
LB67,Schilz,Passed,Change provisions of the Nebraska Milk Act,17968
LB68,Schilz,Passed,Change provisions of the Plant Protection and Plant Pest Act,18158
LB69,Schilz,Passed,Change provisions of the Pesticide Act,17969
LB70,Schilz,Passed,Change Nebraska Dairy Industry Development Board membership provisions,17942
LB71,Karpisek,Indefinitely postponed,Require insurance coverage for cochlear implants,18218
LB72,McCoy,Passed,Change provisions relating to use of interest-bearing trust accounts under the Nebraska Real Estate License Act,18369
LB73,McCoy,Indefinitely postponed,Change interstate simulcast facility license requirements,18215
LB74,Janssen,Indefinitely postponed,Exempt social security benefits from state income taxation,18004
LB75,Janssen,Indefinitely postponed,Exempt military retirement benefits from taxation as prescribed,18003
LB76,Nordquist,Passed,Adopt the Health Care Transparency Act,18390
LB77,Avery,Indefinitely postponed,Adopt the Nebraska Iran Divestment Act,18488
LB78,Avery,Passed,"Eliminate an authority, a board, and certain committees and commissions",18466
LB79,Avery,Passed,Change political accountability and disclosure provisions and repeal campaign finance laws,18075
LB79A,Avery,Passed,Appropriation Bill,19610
LB80,Schumacher,Indefinitely postponed,Change motor vehicle liability insurance and financial responsibility requirements,18194
LB81,Schumacher,Indefinitely postponed,Provide an income tax deduction for corporate dividends,17984
LB82,Schumacher,Indefinitely postponed,Adopt the Taxpayer Investment Program,17997
LB83,Schumacher,Indefinitely postponed,Change requirements for use of turn signals,18088
LB84,Schumacher,Indefinitely postponed,Change provisions relating to the operation of utility-type vehicles,18018
LB85,Schumacher,Indefinitely postponed,Authorize vehicular traffic weighing less than one thousand pounds to proceed through a traffic light after stopping,18000
LB86,McGill,Indefinitely postponed,Authorize inspection and regulation of staff secure juvenile facilities,18079
LB87,McGill,Passed,Change procedures for filling certain airport authority board vacancies,18426
LB88,McGill,Passed,Change zoning provisions for cities of the primary class,18082
LB89,Haar,Indefinitely postponed,Provide immunity from liability for providing shelter during a weather event,18263
LB90,Haar,Passed,Change sales tax provisions on the furnishing of electricity service,18166
LB91,Haar,Passed,Change provisions regarding geologists,17873
LB92,Karpisek,Indefinitely postponed,Prohibit use of credit information for insurance and repeal a model act,18216
LB93,Dubas,Passed,Provide for notation of veteran status on drivers' licenses and state identification cards and provide for a registry of veterans,18111
LB93A,Dubas,Passed,Appropriation Bill,20556
LB94,Dubas,Passed,Change hunting permit provisions,18405
LB95,Dubas,Indefinitely postponed,Adopt the Employee Credit Privacy Act,18109
LB96,Dubas,Passed,Exempt repair or replacement parts for agricultural machinery and equipment from sales and use tax,18077
LB97,Mello,Passed,Adopt the Nebraska Municipal Land Bank Act and authorize land banks to acquire tax-delinquent properties,17890
LB98,Mello,Indefinitely postponed,Change provisions relating to administrative rules,18341
LB99,Mello,Passed,Change provisions relating to racial profiling and the Nebraska Crime Victim's Reparations Act,17905
LB100,Watermeier,Passed,Eliminate a notice requirement with respect to automatic teller machines,18334
LB101,Watermeier,Indefinitely postponed,Change valuation of agricultural land and horticultural land,18494
LB102,Watermeier,Passed,Change requirements for certain water permit applications,18060
LB103,Lathrop,Passed,Change judges' general powers,18210
LB104,Lathrop,Passed,Change sales and use tax increases under the Local Option Revenue Act and provide tax incentives for renewable energy projects under the Nebraska Advantage Act ,17967
LB105,Lathrop,Passed,Require child care licensees to obtain liability insurance,18192
LB106,Lathrop,Indefinitely postponed,Adopt the Uniform Unsworn Foreign Declarations Act and change provisions relating to perjury,18432
LB107,Lathrop,Passed,Change waiver of hearing provisions under the Parenting Act,18485
LB108,Karpisek,Indefinitely postponed,"Prohibit counties, cities, and villages from imposing credentialing requirements",18314
LB109,McGill,Indefinitely postponed,Provide requirements for precious metals dealers,18376
LB110,McGill,Indefinitely postponed,Change the eligibility determination for homestead exemptions,18375
LB111,McGill,Passed,Authorize a city of the first or second class or village to adopt a biennial budget,18268
LB112,McGill,Passed,Change powers and duties of city and village clerks and treasurers as prescribed,18267
LB113,McGill,Passed,Provide for mayors of cities of the second class to vote in certain situations,18425
LB114,Harr,Indefinitely postponed,State intent relating to an appropriation to the University of Nebraska at Omaha,18464
LB115,Lautenbaugh,Indefinitely postponed,Change provisions relating to homicide,18180
LB116,Harms,Indefinitely postponed,Provide requirements for dual-enrollment courses,18300
LB117,Harms,Passed,Change provisions relating to permits for overweight vehicles,18014
LB118,Harms,Indefinitely postponed,Change texting enforcement provisions,18031
LB119,Cook,Indefinitely postponed,State intent relating to appropriations for Public Health Aid,18534
LB120,Lautenbaugh,Indefinitely postponed,Change provisions of the Uniform Residential Landlord and Tenant Act,18356
LB121,Lautenbaugh,Indefinitely postponed,Provide for waiver of a Nebraska certificate to administer,18565
LB122,Lautenbaugh,Indefinitely postponed,Appropriate funds to the Department of Economic Development,18670
LB123,Lautenbaugh,Indefinitely postponed,Change distribution of indigent defense fees,18671
LB124,Lautenbaugh,Indefinitely postponed,Change provisions relating to grandparent visitation,18672
LB125,Lautenbaugh,Passed,Change provisions relating to boards of education of Class V school districts,18563
LB126,McGill,Indefinitely postponed,Provide for grants from the Court Appointed Special Advocate Fund,18037
LB127,McGill,Indefinitely postponed,Provide for preregistration to vote for 16 and 17 year olds,17922
LB128,Coash,Indefinitely postponed,Change the offense of obstructing a peace officer,18343
LB129,Haar,Indefinitely postponed,Change the compensation for members of the Board of Educational Lands and Funds,18621
LB130,Mello,Veto Overridden,Provide and eliminate transfers from the Cash Reserve Fund ,18355
LB131,Nordquist,Indefinitely postponed,Adopt the Tobacco-Free Schools Act,18246
LB132,Nordquist,Passed,Adopt the Indoor Tanning Facility Act and change membership provisions for boards appointed under the Uniform Credentialing Act,18073
LB133,Hadley,Passed,Provide priority of insurance coverage relating to motor vehicle dealer loaner vehicles,18604
LB134,Avery,Indefinitely postponed,Provide for inheritance by issue conceived after death,18402
LB135,Avery,Passed,Prohibit employment of a member of a community college boards of governors by the community college area he or she serves,18265
LB136,Avery,Indefinitely postponed,Provide for the distribution of administrative fines and costs and forfeited property,18344
LB137,Avery,Passed,Establish state fleet card programs,17919
LB138,Krist,Indefinitely postponed,Create the Group Health Trust Fund and provide for investment and provide duties for the State Treasurer,17947
LB139,Krist,Indefinitely postponed,Change vital statistics information relating to annulment and dissolution of marriage ,18642
LB140,Krist,Passed,Change provisions of the Airport Zoning Act,17876
LB141,Lathrop,Passed,Change court procedures for the Nebraska Workers' Compensation Court,18610
LB142,Lathrop,Indefinitely postponed,Provide that probation records are not subject to disclosure as prescribed,18584
LB143,Bloomfield,Indefinitely postponed,Authorize schools to adopt a child sexual abuse policy as prescribed,18661
LB144,Brasch,Passed,Provide for write-in candidacy by defeated candidate,18470
LB145,Brasch,Indefinitely postponed,Change valuation of agricultural land and horticultural land,18469
LB146,Gloor,Passed,Change provisions relating to funds transfers under the Uniform Commercial Code,17889
LB147,Gloor,Passed,Adopt the Health Carrier External Review Act,17999
LB148,Ashford,Indefinitely postponed,Include ammunition in certain offenses involving firearms,18613
LB149,Pirsch,Indefinitely postponed,Provide for biennial reviews of state agency programs and services,18313
LB150,Nordquist,Indefinitely postponed,Change provisions relating to the sale of natural gas by metropolitan utilities districts and exempt certain purchases of energy and fuel from sales tax,18659
LB151,Seiler,Indefinitely postponed,Provide a hearsay exception for certain documents and data kept in the regular course of business,18331
LB152,Dubas,Indefinitely postponed,Change eminent domain negotiations,18159
LB153,Dubas,Passed,Change the Civic and Community Center Financing Act,18538
LB153A,Dubas,Passed,Appropriation Bill,19882
LB154,Dubas,Passed,Redefine road assistance vehicle relating to drivers' duties to move over,18138
LB155,Gloor,Passed,Change provisions relating to deposits of public funds in excess of insured or guaranteed amounts,18333
LB156,Watermeier,Passed,Eliminate a report made to the Department of Health and Human Services by counties utilizing a community service program,18006
LB157,Cook,Indefinitely postponed,State intent relating to the appropriation of funds in support of dental services,18575
LB158,Seiler,Passed,Change provisions relating to eligibility for and use of ignition interlock devices,18144
LB159,Schumacher,Indefinitely postponed,"Provide and change sales tax provisions relating to gold, silver, and platinum and provide a tax amnesty",18024
LB160,Schumacher,Indefinitely postponed,"Provide for electronic signatures on recall, initiative, and referendum petitions",17982
LB161,McGill,Indefinitely postponed,Change a penalty for violation of building ordinances or regulations of a city of the metropolitan class,18283
LB162,McGill,Indefinitely postponed,Provide for notification of eligibility for an associate degree as prescribed,17913
LB163,McGill,Indefinitely postponed,Provide for a report on education credentials and workforce needs,18017
LB164,Dubas,Passed,Change motor vehicle auction provisions,18550
LB165,Dubas,Passed,Change provisions relating to motor vehicle dealer warranty service,18657
LB166,Schilz,Passed,Change labeling requirements for lawn and turf seed containers,18699
LB167,McCoy,Indefinitely postponed,Change balloting and vacancy provisions for presidential electors,17828
LB168,Larson,Indefinitely postponed,Authorize series limited liability companies,18190
LB169,Gloor,Passed,Change provisions relating to jury commissioners,18103
LB170,Gloor,Passed,Rename and expand the purpose of the Nebraska Educational Finance Authority Act,18317
LB171,Bloomfield,Indefinitely postponed,Provide for an expedited concealed handgun permit process for applicants who are victims of domestic violence,18448
LB172,Coash,Passed,Change court filings for guardianships and conservatorships,18701
LB173,Coash,Passed,Change provisions relating to documentary proof of age under the Nebraska Liquor Control Act,17948
LB174,Mello,Passed,Change penalties for violation of ordinances or regulations and provisions on load contents and spillage in cities of the metropolitan class,17901
LB175,Smith,Indefinitely postponed,Change the persons authorized to represent Nebraska under the streamlined sales and use tax agreement,17985
LB176,Smith,Indefinitely postponed,Exempt military retirement benefits from taxation as prescribed,17930
LB177,Smith,Indefinitely postponed,Provide enforcement and penalty provisions to the Nebraska Wage Payment and Collection Act,17986
LB178,Kintner,Indefinitely postponed,Change provisions relating to transportation reimbursement and state aid relative to learning communities,18270
LB179,Kintner,Indefinitely postponed,Eliminate learning communities,18269
LB180,Adams,Passed,Provide for the waiver of education-related fees for dependents of veterans,18389
LB181,Avery,Indefinitely postponed,Prohibit motorcycle passengers less than eight years old,18120
LB182,Avery,Indefinitely postponed,Change paternity provisions for a child conceived as a result of sexual assault,18297
LB183,Karpisek,Indefinitely postponed,Provide for county board appointment of election commissioners,18212
LB184,Haar,Indefinitely postponed,Appropriate funds for the Nebraska Wind Applications Center,18633
LB185,Christensen,Indefinitely postponed,Authorize state assistance for streamflow enhancement projects undertaken by natural resources districts,18643
LB186,Christensen,Indefinitely postponed,Restrict rule and regulation authority of natural resources districts,18685
LB187,Nelson,Indefinitely postponed,Appropriate funds to the Department of Health and Human Services to fund the Dental Health Director,18431
LB188,Karpisek,Indefinitely postponed,Require legislative approval of gubernatorially appointed election commissioners,18148
LB189,Harms,Indefinitely postponed,Change provisions and penalties relating to occupant protection systems,17971
LB190,Harms,Indefinitely postponed,Appropriate funds for the Early Childhood Education Endowment Cash Fund,18205
LB191,Nordquist,Passed,"Adopt the Nebraska Job Creation and Mainstreet Revitalization Act, provide tax credits, and change certain valuation provisions as prescribed",18223
LB192,Karpisek,Passed,"Change provisions relating to requests for information by the 
Auditor of Public Accounts",18436
LB193,Nelson,Indefinitely postponed,Change funding for the Nebraska Cultural Preservation Endowment Fund,18178
LB194,Speaker Adams,Passed,Provide for deficit appropriations,18366
LB195,Speaker Adams,Passed,Appropriate funds for state government expenses,18318
LB196,Speaker Adams,Passed,Appropriate funds for salaries of members of the Legislature,18319
LB197,Speaker Adams,Passed,Appropriate funds for salaries of constitutional officers,18320
LB198,Speaker Adams,Passed,Appropriate funds for capital construction and property acquisition ,18321
LB199,Speaker Adams,Passed,"Provide fund transfers, create funds, authorize the sale of lands, and change provisions relating to grants as prescribed",18323
LB200,Speaker Adams,Passed,Provide for transfers from the Cash Reserve Fund,18324
LB201,Haar,Indefinitely postponed,Authorize emergency expenditures by school districts and educational service units,18630
LB202,Coash,Indefinitely postponed,Change provisions relating to DNA collection,18028
LB203,Scheer,Passed,Change provisions relating to solid waste under the Environmental Protection Act,18237
LB204,Larson,Indefinitely postponed,Change and provide criminal sanctions regarding animals and animal facilities,17956
LB205,Schumacher,Passed,Change provisions relating to application of the Securities Act of Nebraska,18002
LB206,Schumacher,Indefinitely postponed,Require secret-ballot envelopes for mailed ballots,18142
LB207,McCoy,Passed,Change motor vehicle registration provisions,17988
LB207A,McCoy,Passed,Appropriation Bill,19085
LB208,Harr,Passed,Change provisions relating to metropolitan utilities districts,18095
LB209,Harr,Passed,Change provisions relating to publication of trade names,18108
LB210,Harr,Passed,Provide remedies and procedures regarding unauthorized financing statement filings,18072
LB211,Adams,Passed,Change and eliminate provisions relating to statewide coordination of community college boards,18364
LB211A,Adams,Passed,Appropriation Bill,19307
LB212,Karpisek,Indefinitely postponed,Change court-ordered parenting plan provisions of the Parenting Act,18601
LB213,Gloor,Passed,Change provisions relating to financial institutions,18102
LB214,Gloor,Passed,Change provisions relating to securities and seller-assisted marketing plans,18157
LB215,Schilz,Passed,Change provisions relating to use of the County Visitors Improvement Fund,18706
LB216,McGill,Passed,Adopt the Young Adult Voluntary Services and Support Act,18347
LB216A,McGill,Passed,Appropriation Bill,20769
LB217,Avery,Indefinitely postponed,Change constitutional officers' salaries,17914
LB218,Avery,Indefinitely postponed,Require insurance coverage for certain food formulas as prescribed,18135
LB219,Avery,Indefinitely postponed,Change petition requirements for general election ballot,18629
LB220,Avery,Indefinitely postponed,Change children's eligibility provisions relating to the Medical Assistance Act,18235
LB221,Karpisek,Withdrawn,Change dental hygienist training and authorized functions,18147
LB222,McCoy,Passed,Change provisions regarding certain reports submitted electronically to the Legislature,17970
LB223,Janssen,Passed,Redefine utility-type vehicles,18197
LB224,Janssen,Passed,Provide a preference for awarding state contracts to resident disabled veterans and certain businesses,18226
LB225,Smith,Passed,Adopt the Newborn Critical Congenital Heart Disease Screening Act,17918
LB225A,Smith,Indefinitely postponed,Appropriation Bill,19364
LB226,Smith,Indefinitely postponed,Regulate dealers in the business of purchasing and reselling precious items,17933
LB227,Kintner,Indefinitely postponed,Exclude retirement benefits from state income taxation,18274
LB228,Nordquist,Indefinitely postponed,"Provide requirements relating to copayments, coinsurance, and deductibles relating to certain services",18363
LB229,Nordquist,Indefinitely postponed,Change the Nebraska Retirement Fund for Judges fee,18058
LB230,Karpisek,Passed,Change shipping license provisions under the Nebraska Liquor Control Act,18368
LB231,Nelson,Indefinitely postponed,Establish a uniform reimbursement rate for adult day services,18603
LB232,Lathrop,Indefinitely postponed,Change judges' salaries,18634
LB232A,Lathrop,Indefinitely postponed,Appropriation Bill,19668
LB233,Pirsch,Indefinitely postponed,Change award and report provisions under the Nebraska Crime Victim's Reparations Act,18104
LB234,Howard,Indefinitely postponed,State intent relating to appropriations for nurse visitation,18557
LB235,Howard,Indefinitely postponed,Change precinct size requirements and procedures for drawing political subdivision boundaries and changing polling places and provide for election advisory committees,17896
LB236,Howard,Indefinitely postponed,Appropriate funds to Department of Labor to establish an individual development accounts pilot project,18406
LB237,Karpisek,Indefinitely postponed,Change provisions relating to a property tax exemption  ,18417
LB238,Crawford,Indefinitely postponed,Exempt social security and certain retirement benefits from state income taxation,18439
LB239,Wightman,Indefinitely postponed,Adopt the Nebraska All-Payer Patient-Centered Medical Home Act,18433
LB240,Harms,Passed,Change work activity requirements for self-sufficiency contracts under the Welfare Reform Act,18719
LB241,Sullivan,Indefinitely postponed,Authorize voters to change election of county offices from partisan to nonpartisan,18222
LB242,Howard,Passed,Change provisions relating to administrative rules and regulations,18558
LB243,Howard,Passed,Redefine nurse practitioner practice,18741
LB244,Brasch,Indefinitely postponed,Require apprentice electricians to complete continuing education,18655
LB245,Nordquist,Indefinitely postponed,Change preferred drug list provisions under the Medical Assistance Act,18582
LB246,Larson,Indefinitely postponed,Provide for a health care copayment for jail and prison inmates,18093
LB247,Larson,Indefinitely postponed,Change Nebraska Juvenile Code provisions relating to reimbursement by parents for costs of care and treatment,18234
LB248,Larson,Indefinitely postponed,Provide for seasonal employers under the Employment Security Law,18354
LB249,Dubas,Indefinitely postponed,Change motor vehicle provisions relating to farm vehicles and drivers transporting agricultural commodities or farm supplies,18090
LB250,Dubas,Passed,Change motor vehicle provisions relating to issuance of trip permits,17992
LB251,Hansen,Passed,Change a fee relating to the rental of motor vehicles,18489
LB252,Adams,Indefinitely postponed,Correct and change subdivision references and references to governmental entities related to postsecondary education,18714
LB253,Adams,Indefinitely postponed,Correct references in school statutes,18715
LB254,Adams,Passed,Eliminate a termination date for insurance coverage for anticancer medication and provide insurance coverage for autism spectrum disorder and funding for amino acid-based elemental formulas,18716
LB255,McGill,Passed,"Change provisions and penalties relating to human trafficking, child abuse, prostitution, solicitation, and pandering",18545
LB256,McGill,Indefinitely postponed,Eliminate criminal forfeiture and provide for civil forfeiture as prescribed,17879
LB257,McCoy,Indefinitely postponed,Change provisions relating to creation of municipal counties,18055
LB258,Sullivan,Indefinitely postponed,Prohibit use of certain wireless devices by school bus drivers as prescribed,18288
LB259,Karpisek,Passed,Exempt keno writers from licensure under the Nebraska County and City Lottery Act,18666
LB260,Gloor,Indefinitely postponed,Change requirements for a data and information system under the Nebraska Behavioral Health Services Act,18404
LB261,Gloor,Indefinitely postponed,Adopt the Medicaid Insurance for Workers with Disabilities Act,18442
LB262,Cook,Passed,Provide duties relating to sharing of student information,17899
LB263,Nebraska Retirement Systems Committee,Passed,Change provisions relating to government retirement systems,18397
LB264,Bolz,Indefinitely postponed,Provide an income tax credit for individuals caring for dependents,18524
LB265,Coash,Passed,Adopt the Children's Residential Facilities and Placing Licensure Act and change foster care licensure and kinship home and relative home provisions,17920
LB266,Chambers,Indefinitely postponed,Eliminate provisions relating to increases in local option sales tax rates,18677
LB267,Chambers,Indefinitely postponed,"Prohibit persons on parole, probation, or work release from acting as undercover agents or employees of law enforcement and prohibit admissibility of certain evidence",18676
LB268,Campbell,Indefinitely postponed,State intent to appropriate funds for upgrade of an electronic data collection system related to child welfare and other economic assistance programs,18440
LB269,Campbell,Passed,Change provisions relating to children and families,18460
LB269A,Campbell,Passed,Appropriation Bill,20377
LB270,Campbell,Indefinitely postponed,Provide for a medicaid state plan amendment relating to services for children with serious emotional disturbance,18457
LB271,Lautenbaugh,Passed,Change provisions relating to early voting,18498
LB272,Carlson,Passed,Change provisions relating to chemigation permits and fees,18199
LB273,Karpisek,Indefinitely postponed,Change keno time limits,18658
LB274,Nordquist,Indefinitely postponed,Adopt the Education Compensation Transparency Act,18482
LB275,Nordquist,Indefinitely postponed,Adopt the Nebraska Coordinated School Health Act,18352
LB276,Nordquist,Passed,"Change provisions of the Early Intervention Act, the Medical Assistance Act, the Tax Equity and Educational Opportunities Support Act, and the Special Education Act",18564
LB277,Harr,Passed,Change provisions relating to presentation of a false medicaid claim,18339
LB278,Pirsch,Passed,Change provisions relating to fees charged by the Secretary of State,18510
LB279,Pirsch,Passed,"Change provisions relating to loan brokers, delayed deposit services, and installment loans",18155
LB280,Pirsch,Indefinitely postponed,Change domestic assault provisions,18306
LB281,Pirsch,Indefinitely postponed,Change the amount of tax credits allowed under the Angel Investment Tax Credit Act,18757
LB282,Pirsch,Indefinitely postponed,Exempt motor vehicle washing and waxing from sales taxation,17897
LB283,Conrad,Passed,Eliminate the Limited Liability Company Act,17857
LB284,Conrad,Indefinitely postponed,Change provisions of the Political Subdivisions Tort Claims Act relating to limits on actions and amounts recoverable,18196
LB285,Conrad,Indefinitely postponed,Change authorized transfers to the Nebraska Health Care Cash Fund,18393
LB286,Conrad,Indefinitely postponed,"Provide for Cash Reserve Fund transfers for affordable housing, homeless shelter assistance, and legal aid",18698
LB287,Carlson,Indefinitely postponed,Change rabies vaccination provisions,18611
LB288,Carlson,Indefinitely postponed,Change provisions of the Commercial Dog and Cat Operator Inspection Act,18100
LB289,Lathrop,Indefinitely postponed,Change provisions relating to duration of real estate improvement contract liens,18491
LB290,Pirsch,Passed,Change provisions relating to the Residential Mortgage Licensing Act,18156
LB291,Nordquist,Indefinitely postponed,Change medical payment provisions of the Nebraska Workers' Compensation Act,18193
LB292,Karpisek,Indefinitely postponed,Change population restrictions for conducting elections by mail,18385
LB293,Kintner,Indefinitely postponed,"Prohibit disclosure of any applicant or permitholder information regarding firearms registration, possession, sale, or use as prescribed",18599
LB294,Seiler,Indefinitely postponed,Change provisions relating to use of public resources by public officials and public employees,18733
LB295,Sullivan,Passed,Redefine a term under the Local Option Municipal Economic Development Act,18349
LB296,Hadley,Passed,Change provisions of the educational savings plan relating to income tax reductions and participation agreements,18097
LB297,Bolz,Indefinitely postponed,Change mental injuries and mental illness compensation under the Nebraska Workers' Compensation Act,18527
LB298,McCoy,Passed,Change provisions relating to controlled substances schedules,18585
LB299,Seiler,Passed,Require the Secretary of State to develop and publish guidelines for election workers and change political subdivision election provisions,18722
LB300,Krist,Indefinitely postponed,Provide licensure requirements for health care facilities and require Department of Health and Human Services to provide abortion information,18511
LB301,Carlson,Indefinitely postponed,Change provisions relating to transfer of property between school districts,18649
LB302,Wallman,Indefinitely postponed,Change total disability income benefits under the Nebraska Workers' Compensation Act,18195
LB303,Wallman,Passed,Change registration requirements for land surveyors,17917
LB304,Wallman,Withdrawn,Change requirements relating to gasohol and provide requirements for use of E15 by the Department of Roads,18683
LB305,Nordquist,Indefinitely postponed,Change provisions relating to State Patrol retirement,18718
LB306,Nordquist,Passed,Change judges' salaries and retirement contribution provisions,18529
LB306A,Nordquist,Passed,Appropriation Bill,20447
LB307,Nelson,Indefinitely postponed,Change provisions of the Nebraska Workers' Compensation Act,18760
LB308,Schumacher,Passed,Change provisions relating to the federal alternative minimum tax and net operating losses and capital losses,18729
LB309,Bolz,Indefinitely postponed,Adopt the Department of Health and Human Services Delivery Improvement and Efficiency Act,18525
LB310,Bolz,Indefinitely postponed,Clarify compensation for shoulder injuries under the Nebraska Workers' Compensation Act,18415
LB311,Scheer,Passed,Change filing requirements for official bonds and oaths,18398
LB312,Scheer,Indefinitely postponed,Designate certain acts as unfair insurance trade practices,18754
LB313,Christensen,Indefinitely postponed,Change provisions relating to incarceration work camps,18134
LB314,Christensen,Indefinitely postponed,Adopt the Escort Services Accountability and Permit Act,17836
LB315,Christensen,Indefinitely postponed,Redefine massage therapy and change licensure requirements,18125
LB316,Harr,Passed,Redefine automobile liability policy,18308
